,brand,category,name,rating,number_of_reviews,price,value_price,MarketingFlags,MarketingFlags_content,online_only,exclusive,limited_edition,limited_time_offer,likes
7428,Shiseido,Mists & Essences,Treatment Softener,0,6,50.0,50.0,False,0,0,0,0,0,863
7430,Shiseido,Face Oils,Future Solution LX Replenishing Treatment Oil,1,7,188.0,188.0,True,online only,1,0,0,0,1700
7431,Shiseido,Eyebrow,"Brow Ink Trio Pencil, Powder, Brush",1,37,24.0,24.0,False,0,0,0,0,0,1700
7432,Shiseido,Setting Spray & Powder,Synchro Skin Invisible Silk Loose Setting Powder,1,403,38.0,38.0,False,0,0,0,0,0,2100
7433,Shiseido,Face Brushes,Daiya Fude Face Brush Duo,1,33,40.0,40.0,False,0,0,0,0,0,4600
7434,Shiseido,Moisturizers,WASO: Fresh Jelly Essence,0,19,32.0,32.0,True,exclusive · online only,1,1,0,0,3400
7435,Shiseido,Exfoliators,WASO: Soft & Cushy Polishing Exfoliator,0,12,34.0,34.0,True,exclusive · online only,1,1,0,0,2000
7436,Shiseido,Blush,Inner Glow Cheek Powder Blush & Highlighter,1,50,29.0,29.0,True,online only,1,0,0,0,3300
7437,Shiseido,Body Sunscreen,Ultimate Sun Protection Spray Broad Spectrum SPF 50+ For Face/Body,1,119,40.0,40.0,False,0,0,0,0,0,12500
7438,Shiseido,Face Sunscreen,Future Solution LX Total Protective Emulsion Broad Spectrum SPF 20 Sunscreen,0,1,265.0,265.0,True,online only,1,0,0,0,196
7439,Shiseido,Mascara,Imperial Lash Lengthening Mascara Ink,1,69,25.0,25.0,False,0,0,0,0,0,2700
7440,Shiseido,Face Serums,Bio-Performance LiftDynamic Serum,1,8,100.0,100.0,False,0,0,0,0,0,1900
7441,Shiseido,Highlighter,"Aura Dew Highlighter for Face, Eyes, Lips",1,55,25.0,25.0,False,0,0,0,0,0,7700
7442,Shiseido,Lip Gloss,Crystal Gel Lip Gloss,1,37,25.0,25.0,False,0,0,0,0,0,4000
7443,Shiseido,Eye Palettes,Essentialist Eyeshadow Palette,1,39,34.0,34.0,False,0,0,0,0,0,6700
7444,Shiseido,Mascara,ControlledChaos Volumizing Mascara Ink,0,77,25.0,25.0,False,0,0,0,0,0,1100
7445,Shiseido,Eye Creams & Treatments,Bio Performance Glow Revival Eye Treatment,1,21,70.0,70.0,False,0,0,0,0,0,3300
7448,Shiseido,Eye Creams & Treatments,Essential Energy Eye Definer,0,3,42.0,42.0,False,0,0,0,0,0,777
7449,Shiseido,BB & CC Cream,Sports BB SPF 50+,1,21,38.0,38.0,False,0,0,0,0,0,3500
7450,Shiseido,Face Serums,Future Solution LX Superior Radiance Serum,1,5,225.0,225.0,True,online only,1,0,0,0,955
7451,Shiseido,Face Serums,White Lucent Illuminating Micro-Spot Serum,0,0,184.0,184.0,True,online only,1,0,0,0,444
7452,shu uemura,Hair Oil,Essence Absolue Nourishing Protective Oil,1,142,69.0,69.0,False,0,0,0,0,0,4900
7453,shu uemura,Hair Masks,Ultimate Reset Mask Treatment,1,3,69.0,69.0,False,0,0,0,0,0,1100
7454,shu uemura,Shampoo,Color Lustre Brilliant Glaze Shampoo- For Color Treated Hair,1,185,49.0,49.0,False,0,0,0,0,0,1300
7455,shu uemura,Shampoo,Urban Moisture Hydro-Nourishing Shampoo,1,131,49.0,49.0,False,0,0,0,0,0,1800
7456,shu uemura,Conditioner,Urban Moisture Hydro-Nourishing Conditioner,1,115,59.0,59.0,False,0,0,0,0,0,1100
7457,shu uemura,Conditioner,Color Lustre Brilliant Glaze Conditioner- For Color Treated Hair,1,158,59.0,59.0,False,0,0,0,0,0,870
7458,shu uemura,Scalp & Hair Treatments,Silk Bloom Restorative Treatment- For Damaged Hair,1,18,69.0,69.0,False,0,0,0,0,0,1800
7459,shu uemura,Hair Styling Products,Kaze Wave- Sensual Curl Texturizing Foam,1,4,39.0,39.0,False,0,0,0,0,0,1200
7460,shu uemura,Scalp & Hair Treatments,Color Lustre Brilliant Glaze Treatment- For Color Treated Hair,1,7,69.0,69.0,False,0,0,0,0,0,794
7461,shu uemura,Scalp & Hair Treatments,Ultimate Reset Serum,1,12,39.0,39.0,False,0,0,0,0,0,864
7462,shu uemura,Conditioner,Ultimate Reset Conditioner,1,138,59.0,59.0,False,0,0,0,0,0,592
7463,shu uemura,Shampoo,Ultimate Reset Shampoo,1,161,49.0,49.0,False,0,0,0,0,0,792
7464,shu uemura,Scalp & Hair Treatments,Urban Moisture Hydro-Nourishing Treatment,1,2,69.0,69.0,False,0,0,0,0,0,853
7465,shu uemura,Hair Styling Products,Wonder Worker- Air Dry/Blow Dry Perfector,1,7,33.0,33.0,False,0,0,0,0,0,1800
7466,shu uemura,Hair Styling Products,Color Lustre Shades Reviving Balm,1,3,58.0,58.0,True,online only,1,0,0,0,340
7468,shu uemura,Shampoo,Cleansing Oil Shampoo,1,20,58.0,58.0,True,online only,1,0,0,0,1100
7470,shu uemura,Hair Oil,Essence Absolue Nourishing Protective Oil - Travel Size,1,4,28.0,28.0,False,0,0,0,0,0,1100
7472,shu uemura,Conditioner,Muroto Volume Lightweight Care Conditioner - For Fine Hair,1,3,59.0,59.0,False,0,0,0,0,0,354
7473,shu uemura,Hair Styling Products,Sheer Lacquer- Micro Fine Finishing Spray,1,145,39.0,39.0,False,0,0,0,0,0,578
7474,shu uemura,Conditioner,Silk Bloom Restorative Conditioner- For Damaged Hair,1,12,59.0,59.0,True,online only,1,0,0,0,782
7475,shu uemura,Hair Oil,Essence Absolue Nourishing Oil-In-Cream Camellia Oil,1,13,48.0,48.0,False,0,0,0,0,0,1200
7476,shu uemura,Conditioner,Cleansing Oil Conditioner,1,14,59.0,59.0,False,0,0,0,0,0,764
7477,shu uemura,Hair Styling Products,Blow Dry Beautifier Thermo BB Serum,1,10,39.0,39.0,True,online only,1,0,0,0,1500
7478,shu uemura,Hair Styling Products,Shape Paste Scuplting Putty,1,2,39.0,39.0,True,online only,1,0,0,0,265
7479,shu uemura,Conditioner,Shusu Sleek Smoothing Conditioner- For Unruly Hair,0,2,59.0,59.0,True,online only,1,0,0,0,152
7480,shu uemura,Shampoo,Shusu Sleek Smoothing Shampoo - For Unruly Hair,1,100,49.0,49.0,True,online only,1,0,0,0,247
7482,shu uemura,Hair Styling Products,Ample Angora Volumizing Light Foam,0,5,39.0,39.0,False,0,0,0,0,0,303
7483,shu uemura,Hair Styling Products,Satin Design Polishing Milk,1,9,39.0,39.0,False,0,0,0,0,0,1200
7485,shu uemura,Scalp & Hair Treatments,Shusu Sleek Smoothing Treatment- For Unruly Hair,1,96,69.0,69.0,True,online only,1,0,0,0,551
7486,shu uemura,Scalp & Hair Treatments,Muroto Volume Lightweight Care Treatment - For Fine Hair,0,0,69.0,69.0,False,0,0,0,0,0,220
7487,shu uemura,Hair Styling Products,Texture Wave Dry Finishing Spray,1,6,39.0,39.0,False,0,0,0,0,0,965
7488,shu uemura,Hair Oil,Straightforward Time-Saving Blow Dry Oil,1,89,39.0,39.0,False,0,0,0,0,0,441
7489,shu uemura,Hair Styling Products,Fiber Lift- Protective Volumizer,0,0,39.0,39.0,True,online only,1,0,0,0,324
7490,shu uemura,Shampoo,Cleansing Oil Shampoo,0,4,36.0,36.0,False,0,0,0,0,0,400
7491,shu uemura,Hair Styling Products,Muroto Volume Hydro-Texturizing Mist - For Fine Hair,0,3,40.0,40.0,False,0,0,0,0,0,689
7492,shu uemura,Scalp & Hair Treatments,Essence Absolue Universal Balm,1,5,46.0,46.0,True,online only,1,0,0,0,802
7493,shu uemura,Dry Shampoo,Dry Cleaner Shampoo,1,7,39.0,39.0,False,0,0,0,0,0,611
7494,shu uemura,Scalp & Hair Treatments,Color Lustre Brilliant Glaze Thermo Milk- For Color Treated Hair,1,3,39.0,39.0,False,0,0,0,0,0,350
7495,shu uemura,Scalp & Hair Treatments,Instant Replenisher Full Revitalizing Serum,0,0,58.0,58.0,True,online only,1,0,0,0,219
7496,shu uemura,Hair Oil,Essence Absolue Multi-Purpose All-in-Oil Milk,0,0,46.0,46.0,False,0,0,0,0,0,339
7497,SK-II,Mists & Essences,Facial Treatment Essence (Pitera Essence),1,936,185.0,214.0,False,0,0,0,0,0,81100
7498,SK-II,Sheet Masks,Pitera Facial Treatment Mask,1,380,139.0,170.0,False,0,0,0,0,0,49600
7499,SK-II,Value & Gift Sets,PITERA™ First Experience Kit,1,16,99.0,131.0,False,0,0,0,0,0,7400
7500,SK-II,Mists & Essences,Facial Treatment Essence Mini (Pitera Essence),1,106,99.0,99.0,False,0,0,0,0,0,27100
7501,SK-II,Toners,Facial Treatment Clear Lotion Toner,1,181,76.0,76.0,False,0,0,0,0,0,16200
7502,SK-II,Moisturizers,R.N.A. POWER Anti-Aging Face Cream,1,129,235.0,235.0,False,0,0,0,0,0,12700
7503,SK-II,Value & Gift Sets,Pitera Power Kit,1,1,110.0,110.0,True,limited edition,0,0,1,0,797
7504,SK-II,Mists & Essences,GenOptics Aura Essence Serum,1,115,245.0,245.0,False,0,0,0,0,0,11700
7505,SK-II,Eye Creams & Treatments,R.N.A. POWER Anti-Aging Eye Cream,1,157,139.0,139.0,False,0,0,0,0,0,11500
7506,SK-II,Face Wash & Cleansers,Facial Treatment Cleanser,1,93,75.0,75.0,False,0,0,0,0,0,10200
7507,SK-II,Value & Gift Sets,Pitera™ Essence Set,1,197,99.0,131.0,False,0,0,0,0,0,37200
7508,SK-II,Value & Gift Sets,Pitera Hydrating Essence Set,1,3,229.0,303.0,True,limited edition · exclusive · online only,1,1,1,0,2300
7509,SK-II,Face Serums,R.N.A. POWER Anti-Aging Essence Serum,1,66,199.0,199.0,False,0,0,0,0,0,4500
7510,SK-II,Sheet Masks,Brightening Derm Revival Mask,1,59,170.0,170.0,False,0,0,0,0,0,5700
7511,SK-II,Moisturizers,Ultimate Revival Cream,1,57,385.0,385.0,False,0,0,0,0,0,1600
7512,SK-II,Mists & Essences,GenOptics Spot Essence Serum,1,98,225.0,225.0,False,0,0,0,0,0,3700
7513,SK-II,Eye Creams & Treatments,Ultimate Revival Eye Cream,0,6,195.0,195.0,False,0,0,0,0,0,995
7514,SK-II,Face Oils,Facial Treatment Cleansing Oil,1,98,70.0,70.0,False,0,0,0,0,0,5100
7515,SK-II,Mists & Essences,Ultimate Revival Essence,1,10,305.0,305.0,False,0,0,0,0,0,2400
7516,SK-II,Face Serums,Ultimate Revival Serum,0,1,325.0,325.0,False,0,0,0,0,0,589
7517,Skin Inc Supplement Bar,Anti-Aging,Optimizer Voyage Tri-Light++,1,91,295.0,295.0,True,online only,1,0,0,0,4500
7518,Skin Inc Supplement Bar,Face Serums,Licorice Serum CALM IRRITATED SKIN,0,26,35.0,35.0,False,0,0,0,0,0,4800
7519,Skin Laundry,Value & Gift Sets,Acne Bundle,1,3,32.0,37.0,True,limited edition · exclusive · online only,1,1,1,0,749
7520,Skin Laundry,Sheet Masks,Wrinkle Release Facial Sheet Mask,1,8,12.0,12.0,True,exclusive,0,1,0,0,1900
7521,Skin Laundry,Moisturizers,Essential Daily Moisturizer,1,12,30.0,30.0,True,exclusive,0,1,0,0,1200
7522,Skin Laundry,Sheet Masks,Wrinkle Release Neck & Chest Sheet Mask,0,4,15.0,15.0,True,exclusive,0,1,0,0,1300
7523,Skin Laundry,Face Wash & Cleansers,Gentle Foaming Face Wash,1,194,20.0,20.0,True,exclusive,0,1,0,0,7200
7525,Skinfix,Hand Cream & Foot Cream,Eczema+ Hand Repair Cream,1,66,18.0,18.0,True,exclusive,0,1,0,0,7200
7526,Skinfix,Moisturizers,Barrier+ Triple Lipid-Peptide Cream,1,152,50.0,50.0,True,exclusive,0,1,0,0,7100
7527,Skinfix,Scrub & Exfoliants,Resurface+ Glycolic Renewing Body Scrub,1,152,30.0,30.0,True,exclusive,0,1,0,0,12400
7528,Skinfix,Eye Creams & Treatments,Barrier+ Triple Lipid-Boost 360° Eye Cream,1,315,40.0,40.0,True,exclusive,0,1,0,0,18000
7529,Skinfix,Face Wash & Cleansers,Barrier+ Foaming Oil Cleanser,1,373,28.0,28.0,True,exclusive,0,1,0,0,9300
7530,Skinfix,Moisturizers,Eczema+ Dermatitis Face Balm,1,163,28.0,28.0,True,exclusive,0,1,0,0,5000
7531,Skinfix,Value & Gift Sets,Eczema+ Care Kit,0,7,34.0,50.0,False,0,0,0,0,0,2100
7533,Skinfix,Body Wash & Shower Gel,Eczema+ Foaming Oil Body Wash,1,27,24.0,24.0,True,exclusive · online only,1,1,0,0,4500
7534,Skinfix,Face Serums,Barrier+ Triple Lipid-Hyaluronate Serum,1,213,50.0,50.0,True,exclusive · online only,1,1,0,0,5700
7535,Skinfix,Body Lotions & Body Oils,Eczema+ Extra Strength Body Cream,1,20,34.0,34.0,True,exclusive · online only,1,1,0,0,2600
7536,Skinfix,Value & Gift Sets,#Skinfixme Starter Kit,1,5,58.0,80.0,True,exclusive · online only,1,1,0,0,4200
7537,Skinfix,Body Lotions & Body Oils,Barrier+ Lipid-Boost Body Cream,1,14,45.0,45.0,True,exclusive · online only,1,1,0,0,1600
7538,Skinfix,Face Wash & Cleansers,Barrier+ Foaming Clay Cleanser,1,13,28.0,28.0,True,exclusive · online only,1,1,0,0,2100
7539,Skinfix,Body Lotions & Body Oils,Eczema+ Targeted Body Balm,1,13,24.0,24.0,True,exclusive · online only,1,1,0,0,2200
7540,Skinfix,Moisturizers,Barrier+ Triple Lipid-Peptide Lotion,1,23,38.0,38.0,True,exclusive · online only,1,1,0,0,3100
7542,Skinfix,Body Lotions & Body Oils,Remedy+ 911 Ointment,1,10,24.0,24.0,True,exclusive · online only,1,1,0,0,1600
7543,Skinfix,Eye Creams & Treatments,Redness Recovery+ Antioxidant Eye Treatment,1,7,48.0,48.0,True,exclusive · online only,1,1,0,0,1300
7544,Skinfix,Mists & Essences,Barrier+ Nutrient Water Misting Tonic,1,3,22.0,22.0,True,exclusive · online only,1,1,0,0,1300
7546,SKYLAR,Perfume Gift Sets,Perfume Palette,0,50,29.0,29.0,True,limited edition,0,0,1,0,4000
7547,SKYLAR,Perfume,Isle Eau de Toilette,1,20,78.0,78.0,False,0,0,0,0,0,1200
7548,SKYLAR,Perfume,Salt Air Eau de Toilette,1,103,78.0,78.0,False,0,0,0,0,0,454
7550,SKYLAR,Fragrance,Mini Salt Air Eau de Toilette Rollerball,1,1,29.0,29.0,False,0,0,0,0,0,0
7553,SKYLAR,Rollerballs & Travel Size,Isle Eau de Toilette Rollerball,1,8,29.0,29.0,False,0,0,0,0,0,821
7554,SKYLAR,Perfume,Arrow Eau de Toilette,1,3,78.0,78.0,False,0,0,0,0,0,477
7555,SKYLAR,Perfume,Meadow Eau de Toilette,1,9,78.0,78.0,False,0,0,0,0,0,343
7556,SKYLAR,Perfume,Willow Eau de Toilette,1,6,78.0,78.0,False,0,0,0,0,0,345
7557,SKYLAR,Perfume,Coral Eau de Toilette Rollerball,1,2,29.0,29.0,False,0,0,0,0,0,410
7558,SKYLAR,Perfume,Willow Eau de Toilette Rollerball,1,6,29.0,29.0,False,0,0,0,0,0,341
7559,SKYLAR,Perfume,Meadow Eau de Toilette Rollerball,1,1,29.0,29.0,False,0,0,0,0,0,284
7560,SKYLAR,Perfume,Arrow Eau de Toilette Rollerball,1,3,29.0,29.0,False,0,0,0,0,0,362
7561,Slip,Holistic Wellness,Silk Pillowcase - Standard/Queen,1,302,89.0,89.0,False,0,0,0,0,0,82000
7562,Slip,Hair Accessories,Small Slipsilk™ Scrunchies,1,254,39.0,39.0,True,limited edition · online only,1,0,1,0,33700
7563,Slip,Holistic Wellness,Silk Pillowcase - King,1,59,110.0,110.0,True,online only,1,0,0,0,16700
7564,Slip,Hair Accessories,Large Slipsilk™ Scrunchies,1,68,39.0,39.0,True,online only,1,0,0,0,19400
7566,Slip,Hair Accessories,Pure Silk Turban,1,8,85.0,85.0,True,online only,1,0,0,0,3000
7568,Slip,Holistic Wellness,Beauty Sleep To Go!,1,14,124.0,124.0,True,limited edition · online only,1,0,1,0,13600
7569,Slip,Hair Accessories,Medium Slipsilk™ Scrunchies,0,8,45.0,45.0,False,0,0,0,0,0,2600
7571,Slip,Body Mist & Hair Mist,Sleep Mist,1,8,32.0,32.0,False,0,0,0,0,0,4500
7572,Slip,Hair Accessories,Pure Silk Glam Band,0,3,55.0,55.0,True,online only,1,0,0,0,2200
7573,Slip,Hair Accessories,Silk Ribbon & Scrunchie,0,0,45.0,45.0,True,online only,1,0,0,0,1700
7574,Smashbox,Face Primer,Photo Finish Foundation Primer,1,7000,36.0,36.0,False,0,0,0,0,0,211800
7575,Smashbox,Foundation,Studio Skin 15 Hour Hydrating Foundation,1,2000,36.0,36.0,False,0,0,0,0,0,88400
7576,Smashbox,Makeup Palettes,Cali Contour Palette,1,346,40.0,40.0,False,0,0,0,0,0,38300
7577,Smashbox,Contour,Step-By-Step Contour Kit,1,1000,35.0,35.0,False,0,0,0,0,0,110200
7578,Smashbox,Eyeliner,Always Sharp Waterproof Kôhl Eyeliner,0,1000,21.0,21.0,False,0,0,0,0,0,28800
7579,Smashbox,Setting Spray & Powder,Halo Fresh Perfecting Powder,1,352,42.0,42.0,False,0,0,0,0,0,1900
7580,Smashbox,Face Primer,Photo Finish Reduce Redness Primer,1,2000,39.0,39.0,False,0,0,0,0,0,56300
7581,Smashbox,Face Primer,Photo Finish Pore Minimizing Primer,0,1000,39.0,39.0,False,0,0,0,0,0,82200
7582,Smashbox,Face Primer,Photo Finish Oil & Shine Control Primer,1,399,39.0,39.0,False,0,0,0,0,0,9100
7583,Smashbox,Makeup,Photo Finish Foundation Primer Mini,1,7000,15.0,15.0,False,0,0,0,0,0,42700
7584,Smashbox,Concealer,Studio Skin Flawless 24 Hour Concealer,1,696,25.0,25.0,False,0,0,0,0,0,14600
7585,Smashbox,BB & CC Cream,Camera Ready BB Cream SPF 35,1,3000,42.0,42.0,False,0,0,0,0,0,80800
7586,Smashbox,Face Primer,Photo Finish Foundation Primer Jumbo,0,0,52.0,52.0,False,0,0,0,0,0,1200
7587,Smashbox,Foundation,Studio Skin Full Coverage 24 Hour Foundation,0,2000,36.0,36.0,True,exclusive,0,1,0,0,29500
7588,Smashbox,Lipstick,Always On Matte Liquid Lipstick,1,2000,24.0,24.0,False,0,0,0,0,0,266900
7590,Smashbox,Face Primer,Photo Finish Primer Water,1,1000,32.0,32.0,False,0,0,0,0,0,105000
7591,Smashbox,Eye Primer,24 Hour Photo Finish Shadow Primer,1,857,22.0,22.0,False,0,0,0,0,0,31300
7593,Smashbox,Face Sets,Try-Me: Face Primer Mini Set,0,10,29.0,45.0,False,0,0,0,0,0,12100
7594,Smashbox,Face Primer,Photo Finish Vitamin Glow Primer,1,515,39.0,39.0,False,0,0,0,0,0,2600
7596,Smashbox,Face Primer,Mini Photo Finish Oil & Shine Control Primer,0,6,15.0,15.0,False,0,0,0,0,0,2600
7597,Smashbox,Mascara,Full Exposure Mascara,1,1000,24.0,24.0,False,0,0,0,0,0,16300
7598,Smashbox,Eye Primer,Photo Finish Hydrating Under Eye Primer,1,448,29.0,29.0,False,0,0,0,0,0,22200
7599,Smashbox,Face Primer,Photo Finish Even Skintone Primer,1,2000,39.0,39.0,False,0,0,0,0,0,5800
7600,Smashbox,Eyebrow,Brow Tech To Go,1,760,28.0,28.0,False,0,0,0,0,0,12300
7601,Smashbox,Lip Balm & Treatment,Mindful 5 Custom Glow Lip Balm,0,16,18.0,18.0,True,exclusive,0,1,0,0,3300
7603,Smashbox,Eye Palettes,Photo Edit Eye Shadow Trio,1,196,22.0,22.0,False,0,0,0,0,0,28200
7604,Smashbox,Face Sets,Try-Me: Fan Faves Mini Face Set,0,15,25.0,42.0,True,limited edition,0,0,1,0,6800
7606,Smashbox,Makeup,Photo Finish Reduce Redness Primer Mini,0,141,15.0,15.0,False,0,0,0,0,0,13500
7608,Smashbox,Setting Spray & Powder,Photo Finish Setting Spray Weightless,1,307,32.0,32.0,False,0,0,0,0,0,4200
7609,Smashbox,Lipstick,Always On Cream to Matte Lipstick,1,399,24.0,24.0,False,0,0,0,0,0,7100
7610,Smashbox,Face Primer,Photo Finish Foundation Primer Light,1,1000,15.0,15.0,False,0,0,0,0,0,39500
7611,Smashbox,Lip Liner,Always Sharp Lip Liner,0,296,21.0,21.0,False,0,0,0,0,0,19700
7612,Smashbox,Color Correct,Color Correcting Stick,0,462,25.0,25.0,False,0,0,0,0,0,20900
7613,Smashbox,Eyebrow,Brow Tech Matte Pencil,1,153,21.0,21.0,False,0,0,0,0,0,5300
7614,Smashbox,Makeup, Photo Finish Primerizer Mini,1,139,15.0,15.0,False,0,0,0,0,0,14400
7615,Smashbox,Makeup,Photo Finish Primer Water Mini,1,1000,15.0,15.0,False,0,0,0,0,0,15900
7616,Smashbox,Lip Gloss,Gloss Angeles Lip Gloss,1,406,20.0,20.0,False,0,0,0,0,0,12200
7617,Smashbox,Makeup,Photo Finish Foundation Primer Light Mini,1,23,15.0,15.0,False,0,0,0,0,0,3900
7618,Smashbox,Lipstick,Be Legendary Lipstick,1,1000,21.0,21.0,False,0,0,0,0,0,97300
7619,Smashbox,Eyeliner,Always On Liquid Eyeliner,0,132,22.0,22.0,False,0,0,0,0,0,5300
7620,Smashbox,Eyeliner,Always On Gel Liner,1,95,20.0,20.0,True,limited edition,0,0,1,0,5500
7621,Smashbox,Eye Primer,Photo Finish Lash Primer,0,85,23.0,23.0,False,0,0,0,0,0,5200
7622,Smashbox,Lip Balm & Treatment,Mindful 5 Nourishing Lip Oil,1,585,18.0,18.0,True,exclusive,0,1,0,0,4400
7623,Smashbox,Lip Gloss,Gloss Angeles Extra Shine Lip Gloss,1,24,20.0,20.0,False,0,0,0,0,0,4800
7624,Smashbox,Lipstick,Be Legendary Liquid Lip,1,724,24.0,24.0,False,0,0,0,0,0,55400
7625,Smashbox,Face Primer,Mindful 5 Nourishing Primer Serum,1,603,42.0,42.0,True,exclusive,0,1,0,0,3300
7626,Smashbox,Highlighter,Halo Glow Highlighter Duo,0,0,35.0,35.0,False,0,0,0,0,0,615
7627,Smashbox,Eye Palettes,LA Cover Shot Eyeshadow Palette,1,22,45.0,147.0,False,0,0,0,0,0,6400
7628,SOBEL SKIN Rx,Facial Peels,30% Glycolic Acid Peel,1,4,46.0,46.0,True,exclusive · online only,1,1,0,0,1200
7629,SOBEL SKIN Rx,Moisturizers,Bio Hyaluronic Moisturizing Cream,1,87,75.0,75.0,True,exclusive · online only,1,1,0,0,1100
7630,SOBEL SKIN Rx,Face Serums,4.5% Retinol Night Treatment,1,117,105.0,105.0,True,exclusive · online only,1,1,0,0,1100
7631,SOBEL SKIN Rx,Eye Creams & Treatments,Oligo Peptide Eye Cream,1,1,65.0,65.0,True,exclusive · online only,1,1,0,0,774
7632,SOBEL SKIN Rx,Face Serums,35% Vitamin C Face Serum,1,191,105.0,105.0,True,exclusive · online only,1,1,0,0,471
7633,SOBEL SKIN Rx,Moisturizers,Plant Stem Cell Day Cream SPF 30,1,3,75.0,75.0,True,exclusive · online only,1,1,0,0,467
7634,SOBEL SKIN Rx,Face Serums,15% Niacinamide Gel Serum,1,98,75.0,75.0,True,exclusive · online only,1,1,0,0,626
7635,SOBEL SKIN Rx,Face Wash & Cleansers,27% Glycolic Acid Facial Cleanser,1,2,42.0,42.0,True,exclusive · online only,1,1,0,0,582
7636,Sol de Janeiro,Body Lotions & Body Oils,Brazilian Bum Bum Cream,1,5000,45.0,45.0,False,0,0,0,0,0,193500
7637,Sol de Janeiro,Bath & Body,Brazilian Bum Bum Cream Mini,1,5000,20.0,20.0,False,0,0,0,0,0,70000
7638,Sol de Janeiro,Body Mist & Hair Mist,Brazilian Crush Body Fragrance Mist,1,804,32.0,32.0,False,0,0,0,0,0,44300
7639,Sol de Janeiro,Value & Gift Sets,Brazilian Joia Strengthening + Smoothing Shampoo + Conditioner Set,0,173,45.0,58.0,True,exclusive,0,1,0,0,23200
7640,Sol de Janeiro,Body Wash & Shower Gel,Brazilian 4 Play Moisturizing Shower Cream-Gel,1,733,25.0,25.0,False,0,0,0,0,0,52800
7641,Sol de Janeiro,Value & Gift Sets,Bum Bum Jet Set,1,128,25.0,33.0,True,limited edition,0,0,1,0,33000
7642,Sol de Janeiro,Perfume,SOL Cheirosa ’62 Eau de Parfum,0,59,78.0,78.0,True,exclusive,0,1,0,0,12400
7643,Sol de Janeiro,Body Lotions & Body Oils,Glowmotions Glow Body Oil,1,340,35.0,35.0,True,exclusive,0,1,0,0,42300
7645,Sol de Janeiro,Fragrance,Brazilian Crush Body Fragrance Mist Mini,1,393,19.0,19.0,False,0,0,0,0,0,32500
7646,Sol de Janeiro,Lip Balms & Treatments,Brazilian Kiss Cupuaçu Lip Butter,1,845,18.0,18.0,False,0,0,0,0,0,40100
7647,Sol de Janeiro,Hand Cream & Foot Cream,Samba 2-Step Foot Fetish Care,1,244,27.0,27.0,False,0,0,0,0,0,23100
7648,Sol de Janeiro,Body Lotions & Body Oils,Limited Edition Glowmotions Glow Body Oil,0,0,35.0,35.0,True,limited edition · exclusive,0,1,1,0,3200
7649,Sol de Janeiro,Value & Gift Sets,Coco Cabana Jet Set,0,0,25.0,33.0,True,limited edition · exclusive · online only,1,1,1,0,1500
7650,Sol de Janeiro,Hand Cream & Foot Cream,Brazilian Touch Hand Cream,0,296,15.0,15.0,False,0,0,0,0,0,15200
7651,Sol de Janeiro,Shampoo,Brazilian Joia Strengthening + Smoothing Shampoo,1,500,25.0,25.0,True,exclusive,0,1,0,0,5100
7652,Sol de Janeiro,Body Mist & Hair Mist,Coco Cabana Hair and Body Fragrance Mist,1,54,19.0,19.0,True,exclusive,0,1,0,0,6800
7654,Sol de Janeiro,Conditioner,Brazilian Joia Strengthening + Smoothing Conditioner,1,432,25.0,25.0,True,exclusive,0,1,0,0,6300
7655,Sol de Janeiro,Body Lotions & Body Oils,Açaí Body Power Cream,1,193,45.0,45.0,True,exclusive,0,1,0,0,14500
7656,Sol de Janeiro,Body Lotions & Body Oils,Brazilian Nude Fragrance-Free Body Cream,1,40,40.0,40.0,True,exclusive · online only,1,1,0,0,7700
7657,Sol de Janeiro,Mini Size,Brazilian 4 Play Moisturizing Shower Cream-Gel Mini,1,22,10.0,10.0,True,exclusive · online only,1,1,0,0,3200
7658,Sol de Janeiro,Body Sunscreen,Bum Bum Sol Oil SPF 30,1,109,38.0,38.0,True,exclusive,0,1,0,0,13800
7659,Sol de Janeiro,Bath & Body,Açai Body Power Cream Mini,1,57,20.0,20.0,False,0,0,0,0,0,7700
7660,Sol de Janeiro,Face Sunscreen,My Sol Stick SPF 50,1,64,26.0,26.0,True,exclusive,0,1,0,0,8200
7661,Sol de Janeiro,Body Wash & Shower Gel,Coco Cabana Moisturizing Body Cream-Cleanser,0,0,25.0,25.0,True,exclusive,0,1,0,0,689
7662,Sol de Janeiro,Mini Size,Mini Coco Cabana Moisturizing Body Cream-Cleanser,0,0,10.0,10.0,True,exclusive · online only,1,1,0,0,354
7663,St. Tropez,For Body,Self Tan Classic Bronzing Mousse,1,409,32.0,32.0,False,0,0,0,0,0,17500
7664,St. Tropez,Self Tanners,Self Tan Express Bronzing Mousse,1,298,44.0,44.0,False,0,0,0,0,0,13500
7665,St. Tropez,For Face,Self Tan Purity Bronzing Water Face Mist,0,165,30.0,30.0,False,0,0,0,0,0,12500
7666,St. Tropez,For Body,Double Sided Luxe Tan Applicator Mitt,1,201,7.5,7.5,False,0,0,0,0,0,3100
7667,St. Tropez,For Face,Self Tan Purity Vitamins Face Serum,1,184,30.0,30.0,False,0,0,0,0,0,3500
7668,St. Tropez,For Body,Self Tan Purity Vitamins Bronzing Water Body Mist,1,258,42.0,42.0,False,0,0,0,0,0,2700
